1,0,0,0,0,1,0.44721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15811,0.19612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70711,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0.28868,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0,0,0,0,0,0,0,0.052271,0,0,0,0,0,0,0,0,0,0.12403,0.16667,0,0,0,0,0.70711,0.20412,0,0,0,0,0,0,0,0.44721,0,0,0,0,0,0,0,0.37796,0,0,1,0,0.28868,0,0,0.2132,0.22361,0,0,0,0,0,0,0.33333,0.70711,0,0,0,0,0,0,0.5,1,0,0.11323,0,0,0,0,0,0,0,0,0.33333,0,0,0.44721,0.27735,0.44721,0,0.16013,0.17961,0,0,0,0.22361,0,0,0,0,0.27735,0,0,0,0,0,0,0.27735,0,0.127,0,0,0.37796,0.17408,0.17961,0.20412,0.70711,0,0,0,0,0,0,0,0,0,0.5,0,0.16013,0,0,0,0,0.44721,0,0.44721,0.31623,0,0,0,0.22361,0.11043,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0.2132,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036961,0,0,0,0,0,0,0,0,0,0.087706,0.11785,0,0,0,0,0,0.14434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26726,0,0,0.089803,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15811,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0.1118,0.069338,0,0,0,0,0.25,0,0,0.26726,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0.35355,0,0.35355,0,0,0.081111,0.25,0,0.35355,0.35355,0,0,0,0,0,0,0,0.098058,0.25,0,0,0,0.13363,0,0,0,0.35355,0.35355,0.35355,0,0,0.13363,0.25,0,0.25,0,0.10206,0.10206,0,0,0,0,0.25,0,0,0,0.092403,0.13363,0,0,0,0.35355,0,0,0,0,0.17541,0.2357,0,0.35355,0,0.40825,0,0.14434,0,0,0.1118,0,0,0,0,0,0,0,0,0.14434,0,0.14434,0.35355,0,0.25,0,0,0,0,0,0.20412,0.15076,0,0,0,0,0,0,0,0.11785,0,0,0,0.35355,0,0,0,0,0,0,0.1201,0,0,0,0.17678,0,0,0.35355,0.25,0,0,0,0.15811,0,0,0,0.056614,0.254,0,0,0,0.15811,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.17961,0,0,0,0.12309,0.254,0.072169,0,0,0.35355,0.35355,0,0,0.35355,0,0,0,0,0,0.11323,0,0,0,0.25,0,0,0,0,0,0.375,0,0.23717,0.11713,0.20412,0,0,0,0,0,0.125,0,0.25,0,0,0,0.15811,0,0.075378,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0.44721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15811,0.19612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70711,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0.28868,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28868,0,0,0,0,0,0,0,0,0,0.052271,0,0,0,0,0,0,0,0,0,0.12403,0.16667,0,0,0,0,0.70711,0.20412,0,0,0,0,0,0,0,0.44721,0,0,0,0,0,0,0,0.37796,0,0,1,0,0.28868,0,0,0.2132,0.22361,0,0,0,0,0,0,0.33333,0.70711,0,0,0,0,0,0,0.5,1,0,0.11323,0,0,0,0,0,0,0,0,0.33333,0,0,0.44721,0.27735,0.44721,0,0.16013,0.17961,0,0,0,0.22361,0,0,0,0,0.27735,0,0,0,0,0,0,0.27735,0,0.127,0,0,0.37796,0.17408,0.17961,0.20412,0.70711,0,0,0,0,0,0,0,0,0,0.5,0,0.16013,0,0,0,0,0.44721,0,0.44721,0.31623,0,0,0,0.22361,0.11043,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0.2132,0,0
0.44721,0,0,0,0,0.44721,1,0,0,0.31623,0,0.2582,0,0,0.44721,0,0,0.31623,0.5164,0,0,0.44721,0,0.44721,0.44721,0,0.28284,0.35082,0,0,0,0,0,0,0.44721,0.16903,0,0,0.44721,0,0,0,0.44721,0,0,0.44721,0.31623,0,0,0,0,0,0,0,0,0.41039,0,0,0,0,0,0.2582,0.22361,0,0,0,0,0.24807,0,0,0,0,0.16903,0,0,0,0,0,0,0.44721,0.12403,0.16903,0,0,0,0.44721,0.3873,0,0.22361,0,0,0.31623,0,0,0,0.44721,0.093505,0.16903,0,0,0,0,0,0,0,0,0.27735,0.37268,0,0,0,0,0.31623,0.45644,0,0,0.28284,0,0.22361,0,0.44721,0.2,0.2,0.2582,0.44721,0.18257,0,0.54772,0,0.16903,0,0,0.44721,0,0.2582,0.44721,0,0.38139,0.4,0,0,0.44721,0.44721,0,0,0.29814,0.31623,0,0,0,0,0,0.44721,0.22361,0.44721,0.2582,0.25318,0.44721,0,0,0.22361,0,0.2582,0,0.31623,0.59628,0,0,0.4,0.24807,0.6,0,0.28645,0.24097,0.4,0,0.63246,0.4,0,0,0,0,0.62017,0,0,0,0,0,0,0.3721,0,0.28398,0,0,0.33806,0.38925,0.40161,0.45644,0.63246,0,0,0,0,0.44721,0,0,0.31623,0,0.67082,0.44721,0.35806,0,0,0.31623,0.31623,0.4,0,0.4,0.14142,0,0,0,0.3,0.24693,0,0.31623,0,0,0,0,0.63246,0.44721,0.31623,0,0,0.2582,0.4,0,0.47673,0.44721,0.31623
0,0,0,0,0,0,0,1,0,0,0,0,0,0.57735,0,0,0,0.40825,0,0,0,0,0,0,0,0,0.091287,0.11323,0.57735,0,0,0.57735,0,0,0,0,0.57735,0,0,0,0,0.57735,0,0,0,0,0,0,0,0.57735,0,0,0,0.57735,0,0.13245,0,0.57735,0,0,0,0.16667,0.14434,0.57735,0,0.33333,0,0.32026,0,0,0,0,0.21822,0.40825,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0.16667,0,0.40825,0.57735,0,0,0.57735,0,0,0.090536,0.21822,0,0,0,0,0,0,0,0,0.14322,0.096225,0,0,0,0.33333,0,0.11785,0,0,0.18257,0,0.28868,0,0,0.2582,0,0,0,0.4714,0,0,0,0,0,0,0,0.40825,0.16667,0,0.33333,0.24618,0,0,0,0,0,0,0,0.19245,0,0.57735,0.57735,0,0,0.57735,0,0.28868,0,0,0.19612,0,0.57735,0.57735,0,0.57735,0,0,0,0.3849,0,0,0,0.32026,0,0,0.1849,0.20739,0,0,0,0.1291,0.40825,0,0,0,0.16013,0,0,0,0.57735,0,0.43644,0.16013,0,0.21997,0,0.33333,0.21822,0.1005,0.1037,0.11785,0,0,0,0,0,0,0,0.57735,0,0.57735,0.28868,0,0.27735,0,0,0,0,0,0,0.2582,0,0,0,0,0.1291,0.12752,0,0,0,0,0,0,0.20412,0,0,0,0.57735,0.33333,0,0.33333,0.12309,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.31623,0,0,1,0,0.40825,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0.27735,0,0,0,0,0,0,0.70711,0.26726,0,0,0,0.70711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32444,0,0,0,0,0,0,0.17678,0,0,0,0,0,0,0,0,0,0.26726,0,0,0,0,0,0,0,0.19612,0,0,0.28868,0,0,0,0,0.70711,0,0,0.5,0,0,0,0.70711,0.073922,0,0,0,0,0,0,0,0,0,0.17541,0.2357,0,0,0,0,0,0.28868,0,0,0.22361,0,0,0,0,0,0,0.40825,0.70711,0,0,0.28868,0,0,0,0,0,0,0.20412,0,0,0.15076,0.15811,0,0,0,0,0,0.70711,0,0,0,0,0,0,0,0,0,0,0,0.16013,0,0,0,0,0,0,0,0,0.2357,0.70711,0,0.31623,0,0,0,0,0,0.31623,0,0,0.15811,0,0,0,0,0.19612,0,0,0,0,0,0,0,0,0.17961,0,0,0,0.24618,0.254,0.28868,0,0,0,0,0,0.70711,0,0,0,0,0,0,0.22646,0,0,0.5,0,0,0,0,0,0,0,0,0.15811,0.15617,0,0.5,0,0,0,0,0.25,0,0,0,0,0.40825,0.31623,0,0.15076,0,0
