1,0.30182,0.37491,0.1217,0.079134,0.15452,0.54536,0.53208,0.33334,0.46963,0.3434,0.55437,0.064656,0.098319,0.30182,0.31787,0.51528,0.51384,0.29755,0.37968,0.082392,0.082392,0.064656,0.3304,0.29633,0.22608,0.24775,0.28852,0.18991,0.24775,0.36003,0.24775,0.059772,0.29327,0.29568,0.56176,0.23819,0.36285,0.53477,0.53149,0.098319,0.4456,0.30595,0.30595,0.43794,0.3851,0.54078,0.40155,0.53381,0.39967,0.52471,0.064656,0.071807,0.37591,0.37861,0.40382,0.35203,0.53208,0.14544,0.53208,0.14885,0.53502,0.51292,0.24775,0.51795,0.15963,0.39638,0.5164,0.064656,0.24775,0.53755,0.33334,0.15963,0.34501,0.26622,0.26622,0.43169,0.36456,0.45387,0.53835,0.27659,0.49265,0.098319,0.071807,0.10123,0.064656,0.24775,0.098319,0.098319,0.65139,0.47764,0.26622,0.52522,0.56176,0.071807,0.082392,0.34501,0.071807,0.26622,0.29327,0.32061,0.54049,0.33245,0.33063,0.29327,0.10645,0.15546,0.47347,0.51388,0.58418,0.49265,0.3201,0.5153,0.36668,0.082392
0.30182,1,0.3719,0.064287,0.032259,0.088585,0.49494,0.28196,0.30405,0.30317,0.062517,0.41943,0.026218,0.054521,0.59681,0.19639,0.43016,0.43281,0.58917,0.1946,0.041172,0.041172,0.026218,0.59681,0.16484,0.054521,0.16307,0.061447,0.054521,0.16307,0.21083,0.61587,0.022082,0.23822,0.23459,0.47983,0.11365,0.22707,0.33612,0.28759,0.054521,0.23426,0.047399,0.047399,0.026218,0.50325,0.30405,0.37757,0.34088,0.25627,0.24787,0.026218,0.032259,0.20305,0.18896,0.22982,0.24368,0.28196,0.074963,0.58243,0.048956,0.39786,0.32982,0.16307,0.33913,0.074963,0.23044,0.35295,0.026218,0.16307,0.36395,0.30405,0.074963,0.22707,0.26641,0.19361,0.37623,0.40983,0.062777,0.63066,0.1923,0.37351,0.054521,0.032259,0.048956,0.026218,0.16307,0.054521,0.054521,0.35307,0.27678,0.19361,0.27644,0.47983,0.032259,0.041172,0.22707,0.032259,0.19361,0.23822,0.38294,0.24982,0.21077,0.23822,0.23822,0.054521,0.054521,0.34036,0.24883,0.27286,0.37351,0.21944,0.39674,0.27644,0.041172
0.37491,0.3719,1,0.10976,0.094212,0.13274,0.53785,0.39929,0.31423,0.48481,0.089385,0.4404,0.072893,0.12157,0.23309,0.26281,0.458,0.50939,0.22766,0.32742,0.098576,0.098576,0.072893,0.2851,0.28803,0.076232,0.19255,0.11128,0.079337,0.19255,0.27081,0.34129,0.065805,0.25739,0.29409,0.45815,0.16399,0.44413,0.40706,0.40344,0.072092,0.3337,0.091894,0.091894,0.041738,0.4569,0.41516,0.62974,0.47151,0.33611,0.39373,0.041738,0.083259,0.35762,0.22808,0.32842,0.24858,0.40908,0.094097,0.50142,0.0703,0.53258,0.4387,0.19255,0.37759,0.094097,0.29734,0.59615,0.072893,0.19255,0.41307,0.31423,0.094097,0.30211,0.21889,0.21889,0.39406,0.39179,0.087501,0.50445,0.27436,0.42736,0.12157,0.048205,0.095305,0.072893,0.19255,0.12157,0.12157,0.45473,0.35628,0.21889,0.40692,0.45815,0.083259,0.057759,0.30211,0.083259,0.21889,0.25739,0.46163,0.45617,0.30806,0.2731,0.25739,0.13635,0.072092,0.40571,0.45417,0.42455,0.42736,0.25974,0.40785,0.32744,0.098576
0.1217,0.064287,0.10976,1,0.090651,0.14048,0.086592,0.080533,0.078113,0.088702,0.11106,0.13772,0.077216,0.13595,0.064287,0.12943,0.077366,0.077811,0.063021,0.1518,0.10822,0.10822,0.077216,0.064287,0.10726,0.10018,0.055937,0.1191,0.10382,0.055937,0.070508,0.055937,0.069277,0.06774,0.085851,0.15617,0.10379,0.069546,0.10481,0.07918,0.093709,0.10947,0.099992,0.099992,0.060728,0.24548,0.081925,0.07559,0.087663,0.077774,0.079841,0.060728,0.089732,0.10199,0.07918,0.10864,0.093709,0.080533,0.11773,0.080533,0.090877,0.082629,0.094523,0.055937,0.092948,0.11773,0.14267,0.078444,0.077216,0.055937,0.12346,0.078113,0.11773,0.069546,0.060728,0.060728,0.075789,0.067002,0.10704,0.12369,0.12256,0.16267,0.13595,0.06774,0.10165,0.077216,0.055937,0.13595,0.13595,0.1422,0.099952,0.060728,0.077326,0.15617,0.089732,0.078113,0.069546,0.089732,0.060728,0.06774,0.081503,0.085561,0.4395,0.0714,0.06774,0.13921,0.093709,0.075289,0.076538,0.097359,0.16267,0.06828,0.1063,0.077326,0.10822
0.079134,0.032259,0.094212,0.090651,1,0.36211,0.047006,0.044548,0.04762,0.15189,0.069574,0.096442,0.14418,0.14898,0.032259,0.12707,0.039039,0.039409,0.031197,0.10996,0.21283,0.21283,0.078342,0.032259,0.099332,0.061343,0.028013,0.095389,0.061343,0.028013,0.034653,0.028013,0.068032,0.038462,0.070662,0.11577,0.06064,0.036911,0.067779,0.04533,0.061343,0.066941,0.28833,0.28833,0.032259,0.16183,0.04762,0.038236,0.045036,0.040973,0.039805,0.032259,0.44423,0.079499,0.04533,0.066271,0.061343,0.044548,0.082379,0.044548,0.055623,0.044117,0.054691,0.028013,0.051381,0.082379,0.08598,0.039939,0.14418,0.028013,0.082171,0.04762,0.082379,0.036911,0.032259,0.032259,0.036764,0.031551,0.069849,0.082365,0.12135,0.14067,0.14898,0.038462,0.34851,0.14418,0.028013,0.14898,0.14898,0.10834,0.077941,0.032259,0.04378,0.11577,1,0.04762,0.036911,0.44423,0.032259,0.038462,0.23754,0.045585,0.094983,0.038462,0.038462,0.14898,0.061343,0.036346,0.039939,0.0539,0.14067,0.03585,0.062679,0.04378,0.11565
0.15452,0.088585,0.13274,0.14048,0.36211,1,0.11677,0.10795,0.10137,0.28145,0.14293,0.16976,0.1319,0.14835,0.088585,0.14804,0.1065,0.10701,0.087151,0.17897,0.18464,0.18464,0.097687,0.088585,0.12926,0.12995,0.077089,0.14498,0.13639,0.077089,0.097724,0.077089,0.090429,0.09,0.11055,0.18775,0.1003,0.09434,0.13478,0.10497,0.11852,0.14652,0.48449,0.48449,0.082326,0.19165,0.10809,0.10398,0.12086,0.10577,0.11029,0.082326,0.33474,0.12745,0.10497,0.22108,0.11852,0.10795,0.14504,0.10795,0.11783,0.11196,0.12638,0.077089,0.12539,0.14504,0.15557,0.10773,0.1319,0.077089,0.15534,0.10137,0.14504,0.09434,0.082326,0.082326,0.10543,0.093887,0.13562,0.1556,0.14021,0.18636,0.14835,0.09,0.29567,0.1319,0.077089,0.14835,0.14835,0.17211,0.14121,0.082326,0.10287,0.18775,0.33474,0.10137,0.09434,0.70526,0.082326,0.09,0.40535,0.11602,0.13152,0.096442,0.09,0.14851,0.11852,0.10486,0.10437,0.13058,0.18636,0.092907,0.13975,0.10287,0.12405
0.54536,0.49494,0.53785,0.086592,0.047006,0.11677,1,0.50566,0.35677,0.49486,0.087599,0.53156,0.038577,0.068513,0.25509,0.34186,0.75731,0.75697,0.25102,0.30999,0.054381,0.054381,0.038577,0.46432,0.28489,0.072528,0.23121,0.086028,0.076041,0.21807,0.29234,0.44976,0.034212,0.29198,0.31899,0.55726,0.22676,0.3813,0.57883,0.52207,0.068513,0.41012,0.06804,0.06804,0.038577,0.5061,0.53086,0.52558,0.59256,0.40787,0.65251,0.038577,0.044957,0.38296,0.26441,0.47473,0.48136,0.54971,0.090199,0.71848,0.067616,0.73795,0.55725,0.23121,0.53261,0.090199,0.38152,0.64345,0.038577,0.21807,0.50017,0.35677,0.090199,0.49118,0.2481,0.46272,0.67274,0.61917,0.08574,0.67154,0.2663,0.49843,0.068513,0.044957,0.067616,0.038577,0.23121,0.068513,0.068513,0.5952,0.48798,0.2481,0.66867,0.55726,0.044957,0.054381,0.49118,0.044957,0.2481,0.29198,0.45559,0.57706,0.30442,0.29944,0.29198,0.070771,0.068513,0.44357,0.61289,0.62215,0.49843,0.28941,0.6052,0.37831,0.054381
0.53208,0.28196,0.39929,0.080533,0.044548,0.10795,0.50566,1,0.68151,0.48997,0.079293,0.51022,0.037434,0.067203,0.28196,0.25457,0.53688,0.66486,0.27545,0.27993,0.053151,0.053151,0.037434,0.35056,0.28646,0.068612,0.24438,0.078222,0.069551,0.24438,0.3104,0.24438,0.033092,0.32331,0.55344,0.54986,0.16389,0.43308,0.4478,0.61554,0.067203,0.32563,0.062263,0.062263,0.037434,0.34634,0.62961,0.36583,0.4448,0.41804,0.63219,0.037434,0.04378,0.38531,0.27007,0.39223,0.30036,0.60393,0.088761,0.57535,0.063286,0.69416,0.43617,0.24438,0.39514,0.088761,0.30469,0.56113,0.037434,0.24438,0.46669,0.68151,0.088761,0.37852,0.27644,0.27644,0.48585,0.38161,0.079243,0.4965,0.27293,0.45417,0.067203,0.04378,0.063286,0.037434,0.24438,0.067203,0.067203,0.5933,0.41342,0.30374,0.64032,0.54986,0.04378,0.053151,0.37852,0.04378,0.27644,0.32331,0.32048,0.61975,0.44355,0.32898,0.32331,0.068048,0.067203,0.4556,0.76758,0.55331,0.45417,0.31294,0.47818,0.65102,0.053151
0.33334,0.30405,0.31423,0.078113,0.04762,0.10137,0.35677,0.68151,1,0.43078,0.077345,0.49935,0.041172,0.07143,0.30405,0.23664,0.3467,0.51509,0.29319,0.22482,0.057144,0.057144,0.041172,0.30405,0.224,0.07143,0.27148,0.075252,0.07143,0.27148,0.31658,0.27148,0.036762,0.35167,0.68039,0.5732,0.15414,0.33579,0.37939,0.39855,0.07143,0.27303,0.061906,0.061906,0.041172,0.33966,0.422,0.29051,0.35927,0.36075,0.35599,0.041172,0.04762,0.27469,0.25349,0.31944,0.31925,0.39251,0.09336,0.39251,0.063493,0.58329,0.3439,0.27148,0.33049,0.09336,0.23075,0.3546,0.041172,0.27148,0.43678,1,0.09336,0.33579,0.30405,0.30405,0.45783,0.29754,0.075964,0.43862,0.25825,0.40594,0.07143,0.04762,0.063493,0.041172,0.27148,0.07143,0.07143,0.41951,0.34187,0.30405,0.38268,0.5732,0.04762,0.057144,0.33579,0.04762,0.30405,0.35167,0.24625,0.49656,0.4704,0.35167,0.35167,0.07143,0.07143,0.27747,0.35123,0.43095,0.40594,0.32494,0.45137,0.76802,0.057144
0.46963,0.30317,0.48481,0.088702,0.15189,0.28145,0.49486,0.48997,0.43078,1,0.13575,0.45574,0.057604,0.082222,0.31046,0.2466,0.56243,0.55172,0.22449,0.37126,0.083827,0.083827,0.044437,0.28077,0.31617,0.066659,0.19344,0.15868,0.067613,0.19344,0.26636,0.26781,0.038923,0.43364,0.40153,0.45689,0.15408,0.42811,0.50103,0.39539,0.065704,0.42323,0.28069,0.28069,0.036111,0.39835,0.40178,0.42748,0.57216,0.36974,0.4302,0.036111,0.12266,0.37417,0.41315,0.36998,0.24759,0.40793,0.087128,0.45322,0.06406,0.68564,0.51177,0.19344,0.48352,0.1138,0.34663,0.53521,0.057604,0.19344,0.4308,0.43078,0.1138,0.46263,0.21979,0.21979,0.50728,0.36293,0.1072,0.49269,0.29812,0.43192,0.082222,0.042421,0.13492,0.057604,0.19344,0.082222,0.082222,0.46994,0.46752,0.21979,0.40665,0.45689,0.12266,0.051737,0.30324,0.23381,0.21979,0.25831,0.5159,0.50297,0.52205,0.2668,0.2996,0.088291,0.065704,0.41297,0.42755,0.59446,0.43192,0.25951,0.57124,0.44162,0.06439
